SPG21	[0.14832344 0.00042383]
C16orf24	[-0.00479573  0.90976403]
TTLL10	[-0.00479462  0.90978483]
WDR46	[0.00479388 0.90979858]
KIAA1543	[0.00479198 0.90983419]
MMP16	[-0.00479181  0.90983739]
MED6	[0.0047864  0.90993874]
PRAM1	[0.00478623 0.90994205]
FGD3	[-0.00478553  0.90995511]
WDTC1	[-0.00478475  0.90996961]
MCCC2	[0.00478267 0.91000859]
NFE2	[0.00478093 0.91004129]
SMR3A	[0.00477267 0.91019602]
LOC93349	[0.00476389 0.91036056]
TTLL7	[-0.00476125  0.91040994]
DMWD	[0.0047609  0.91041657]
AJAP1	[0.00474949 0.91063043]
TSSC4	[-0.00474685  0.91067986]
IL17F	[-0.00474252  0.91076096]
PPP1R3B	[-0.0047373   0.91085872]
MCM10	[0.00473605 0.9108822 ]
MBIP	[-0.00473464  0.91090862]
COL4A5	[0.0047294  0.91100679]
NAT8L	[-0.00472566  0.91107685]
VKORC1L1	[-0.00471487  0.91127908]
LOC389118	[-0.00471085  0.91135438]
TAS2R60	[0.00470943 0.91138104]
LRSAM1	[-0.00470838  0.91140074]
PARP6	[0.00470169 0.9115261 ]
IQCE	[-0.00470115  0.91153623]
GTF3C1	[0.00470095 0.91153988]
THSD7B	[0.00469971 0.91156326]
KIAA1033	[-0.00469675  0.91161869]
ABBA-1	[-0.00468993  0.91174649]
DDX51	[-0.00468989  0.91174714]
PALM	[-0.0046831   0.91187455]
MAD2L1	[-0.00468006  0.91193146]
RCP9	[-0.00467664  0.91199559]
AGXT2L2	[-0.00467471  0.91203179]
SNPH	[-0.00466831  0.91215167]
USP46	[0.00466774 0.91216242]
RGAG1	[-0.00466428  0.91222716]
SLC25A16	[0.00465534 0.91239482]
PELO	[0.00465418 0.91241653]
MVP	[0.00465061 0.91248335]
PTH2R	[0.00464926 0.91250863]
CST1	[-0.00464609  0.91256814]
OR7D4	[-0.00464531  0.91258284]
KIR3DL3	[-0.00464038  0.91267506]
NGB	[-0.00463645  0.9127488 ]
NR0B1	[-0.00463145  0.91284253]
CD164	[0.00463003 0.9128692 ]
TGFBR1	[-0.00462772  0.91291246]
AATK	[-0.00462184  0.91302265]
TNXB	[0.00461439 0.91316229]
IQCB1	[-0.00461304  0.91318756]
TENC1	[0.00460729 0.9132954 ]
RIN1	[-0.00459693  0.91348954]
MRPL2	[-0.00459393  0.91354576]
RP5-1103G7.6	[0.00459039 0.91361212]
DNAJC4	[0.00458986 0.91362211]
PODXL	[0.00458558 0.91370236]
PIP5K1B	[-0.00458448  0.91372305]
ZNF7	[-0.00458196  0.91377016]
DEAF1	[-0.00458106  0.91378714]
ARF6	[-0.00457887  0.9138281 ]
FBXO36	[-0.00457409  0.91391784]
SEC31A	[0.00457226 0.91395209]
DUS4L	[0.00456897 0.91401376]
CENTD3	[-0.00456886  0.91401588]
ARHGEF5	[0.00456346 0.91411695]
POLR3C	[0.00454805 0.91440598]
KIAA1394	[0.00454713 0.91442321]
BIRC5	[-0.00454559  0.91445208]
FAM110A	[-0.00454341  0.91449295]
C14orf49	[-0.00454305  0.91449972]
OBP2A	[0.0045397  0.91456242]
CCT3	[-0.00453899  0.9145758 ]
ITSN2	[0.00453719 0.91460954]
ATP9B	[-0.00453196  0.91470759]
DIS3L2	[-0.0045308  0.9147294]
HIST2H2BE	[0.00452886 0.91476563]
LOC90835	[-0.00452787  0.91478437]
CACNA1I	[-0.0045224   0.91488674]
PLAT	[0.00452201 0.91489408]
CTNND2	[-0.00452165  0.91490091]
CALB2	[0.0045209  0.91491491]
H2AFY	[-0.00451972  0.9149371 ]
DNAL4	[0.00451015 0.91511646]
DAZL	[-0.00450981  0.91512295]
BCL9	[0.00450821 0.91515293]
PPP2R2B	[-0.0045076   0.91516434]
TOMM70A	[0.00450654 0.91518418]
RPS6KB2	[-0.00450369  0.91523772]
XPNPEP3	[-0.00450358  0.91523966]
PDGFB	[0.00449832 0.91533826]
CEACAM6	[0.00449582 0.91538528]
IFI16	[-0.00449454  0.91540912]
SCN1A	[0.00448893 0.9155144 ]
CDC2L6	[0.00448721 0.91554664]
IRF1	[0.00448104 0.91566225]
JOSD1	[-0.00447328  0.91580783]
METTL9	[0.00447031 0.91586348]
KIDINS220	[0.0044696  0.91587688]
HES6	[0.00446508 0.91596166]
RPS27L	[0.00445984 0.91605995]
ICT1	[-0.0044559   0.91613371]
ANKFN1	[-0.0044511   0.91622373]
CHMP1B	[-0.00445092  0.91622708]
IDE	[0.00445019 0.91624083]
NUCKS1	[0.00444971 0.9162498 ]
C11orf68	[0.00444821 0.91627799]
SPRR2D	[0.00444701 0.91630049]
GSTA4	[-0.0044463  0.9163137]
FAM83F	[-0.00444588  0.91632157]
TCEB1	[-0.00444392  0.91635841]
MED10	[-0.00443815  0.91646664]
ARID1A	[-0.00442339  0.91674344]
C10orf22	[0.00441895 0.91682671]
NPY	[0.00441688 0.91686545]
GGA2	[0.00441373 0.91692448]
NAP1L5	[-0.00441199  0.91695725]
PIP	[0.00440936 0.91700643]
LOC81691	[-0.00440606  0.91706837]
ACPT	[0.00440584 0.9170725 ]
COX5B	[0.00440499 0.91708848]
DOLPP1	[0.00440328 0.9171205 ]
SLC44A1	[0.00440121 0.91715939]
TMBIM1	[0.00439908 0.91719931]
ALMS1L	[-0.00439728  0.91723309]
HYI	[0.00439386 0.91729723]
WDR40B	[0.0043882  0.91740329]
TCAP	[-0.00438809  0.91740549]
NLE1	[-0.00438695  0.91742681]
TNS3	[0.00438361 0.91748939]
RAB40A	[-0.00437308  0.91768695]
AVEN	[0.00437223 0.91770284]
TSKS	[-0.0043721   0.91770539]
ATG12	[-0.0043643   0.91785167]
PLCD3	[0.0043603  0.91792661]
ACBD6	[0.00435597 0.91800795]
GATA5	[0.00435545 0.91801759]
UTP6	[-0.00435439  0.91803756]
HRH1	[0.00435403 0.91804424]
FAM81B	[-0.00435272  0.91806874]
FRYL	[0.00434688 0.91817846]
HIST2H2AB	[0.00434121 0.91828467]
C21orf29	[-0.00433946  0.9183176 ]
GPSM1	[0.00433361 0.91842721]
PXMP3	[0.00433356 0.91842823]
TBL1X	[0.00433092 0.91847776]
ZNF212	[0.00432964 0.91850172]
POLB	[0.00432943 0.9185057 ]
IFT88	[0.00432415 0.91860475]
SUZ12	[-0.00432316  0.91862326]
CDH8	[-0.00432309  0.91862453]
DAGLA	[0.00432201 0.91864491]
ALS2CL	[-0.00432083  0.91866697]
BDH1	[-0.00432063  0.91867081]
BAZ2B	[0.00432056 0.91867212]
TXNDC17	[0.00431831 0.9187142 ]
MAP3K12	[-0.00431738  0.91873173]
ZBTB11	[-0.00431684  0.91874184]
BEX2	[-0.00431094  0.91885263]
C1orf50	[-0.00430484  0.91896701]
POLR2D	[0.00430464 0.9189708 ]
DCT	[-0.00430336  0.9189948 ]
FBXL5	[0.00430021 0.91905379]
SLPI	[-0.00429748  0.91910498]
GNAI3	[0.00429658 0.91912195]
BCAS2	[-0.00429319  0.91918549]
OR2G3	[0.0042896  0.91925285]
POLR1D	[-0.00428517  0.9193359 ]
LMNA	[-0.00428155  0.91940391]
ZNF563	[-0.0042804   0.91942538]
OR52M1	[-0.00427709  0.91948745]
BLK	[-0.00427389  0.9195476 ]
CXCL6	[0.00426566 0.91970195]
ARPM1	[0.00426465 0.91972099]
BMP2K	[-0.00426413  0.91973077]
ZNF677	[0.00426096 0.91979011]
C18orf37	[0.00425537 0.91989506]
VPS45	[-0.00425269  0.91994539]
DZIP3	[-0.00424817  0.92003016]
AGA	[0.00424569 0.92007672]
OR2C1	[0.0042448  0.92009325]
KIF27	[0.00423958 0.92019124]
CCDC3	[0.00423923 0.92019793]
TMEM11	[0.00423592 0.92025998]
UGT2B10	[-0.0042345   0.92028666]
WDFY3	[0.00423289 0.92031678]
DIRAS2	[-0.0042235  0.920493 ]
DCTN5	[0.00421872 0.92058261]
ATP1A3	[0.0042174 0.9206075]
SNAI1	[0.00421009 0.92074454]
BMP1	[0.00420406 0.9208578 ]
STIM2	[0.00420191 0.92089805]
RABGAP1L	[0.00419866 0.92095911]
FBXL19	[-0.00419717  0.92098706]
MLL3	[-0.00419419  0.92104287]
MARVELD3	[-0.00419145  0.92109442]
DOCK6	[-0.00418778  0.92116322]
TMEM95	[-0.00418461  0.92122262]
LRRC55	[-0.00418459  0.92122299]
DKFZp564N2472	[-0.00418282  0.92125618]
PDE6B	[0.00417955 0.92131758]
PRKCDBP	[-0.00417759  0.9213544 ]
POLR2C	[-0.00417632  0.92137818]
SMG6	[0.00417299 0.92144068]
MICAL2	[-0.00417122  0.92147401]
RAI1	[-0.00417075  0.92148284]
ZNF439	[0.00416979 0.92150084]
NFATC4	[0.00416666 0.92155955]
MDS1	[0.00416663 0.92156009]
SORCS3	[-0.00415854  0.92171183]
EXDL2	[-0.00415853  0.92171201]
SLC27A3	[0.00415837 0.9217151 ]
MCM3APAS	[0.00415443 0.92178909]
IFNB1	[-0.00415414  0.92179452]
BDH2	[-0.00415348  0.92180683]
HPR	[-0.00415194  0.92183566]
CCL1	[-0.00414887  0.9218934 ]
ID1	[-0.00414661  0.92193581]
OR10G2	[0.00414434 0.92197828]
ZNF440	[0.00414022 0.92205571]
TBCE	[-0.00413964  0.92206658]
C1orf26	[-0.00413558  0.92214266]
TRH	[-0.00413441  0.92216476]
C2orf37	[-0.00413366  0.9221788 ]
RIPK3	[0.00411993 0.92243639]
FOXM1	[0.00411968 0.92244107]
HADH	[-0.00411757  0.92248077]
C21orf122	[0.00411572 0.92251554]
DARS2	[0.00411329 0.92256112]
FLJ22662	[0.00410905 0.92264071]
SERF1A	[-0.00410588  0.92270017]
LASP1	[-0.00410533  0.92271037]
VBP1	[0.0041016  0.92278051]
C17orf42	[-0.00409936  0.9228225 ]
EML4	[0.0040959  0.92288752]
FLJ30092	[0.00409099 0.92297957]
IL5RA	[-0.00408984  0.92300123]
B2M	[-0.00407941  0.92319685]
ZSCAN4	[0.00407789 0.92322543]
KLF11	[-0.00407563  0.92326787]
NANP	[0.00407463 0.92328661]
ZKSCAN5	[-0.00407367  0.9233047 ]
NAPA	[0.00406379 0.92349009]
CLSTN2	[0.00406067 0.92354869]
PLA2G5	[-0.00406058  0.92355035]
CLIP4	[-0.00405529  0.92364974]
B4GALT5	[0.00405293 0.92369387]
ANGPTL5	[0.00404404 0.92386081]
FAM83B	[-0.00403965  0.92394323]
C6orf166	[0.00403954 0.92394535]
JPH3	[-0.00403321  0.92406406]
SH3BP2	[0.00403104 0.92410481]
tcag7.23	[-0.00402865  0.92414974]
IFITM5	[-0.0040278   0.92416572]
CEP72	[-0.004022   0.9242746]
LIX1	[-0.00402125  0.92428869]
TIMM22	[0.00400799 0.92453759]
LOC400451	[0.0040057  0.92458052]
RNF12	[0.00400328 0.92462586]
CECR5	[-0.00400232  0.92464397]
TRIM56	[0.0040014  0.92466116]
MIP	[-0.00400091  0.92467042]
WDR79	[0.00399856 0.92471463]
ADAMTS1	[0.00399823 0.92472075]
NAT13	[0.00399598 0.92476289]
UBL4B	[-0.00399585  0.92476545]
CCDC52	[0.00399508 0.92477986]
RRAGA	[0.00399407 0.92479877]
SERPINA3	[0.00399395 0.92480111]
SLN	[-0.0039902  0.9248714]
KIAA1957	[-0.00399005  0.92487438]
GNAT2	[0.00398797 0.92491328]
CRYBA4	[0.00398779 0.9249167 ]
ETFDH	[0.00398756 0.9249211 ]
ITPKB	[-0.00398179  0.92502943]
CUL2	[0.00397706 0.92511824]
CAPN9	[0.00397614 0.92513545]
ZSCAN18	[0.00397608 0.92513654]
CFP	[-0.0039742   0.92517183]
CYSLTR2	[0.00396918 0.92526611]
STOML3	[-0.00396726  0.92530207]
SPINK1	[0.003962   0.92540086]
TAX1BP1	[0.00396121 0.92541581]
MFSD9	[0.00395673 0.92549983]
TMEM130	[0.00395525 0.92552763]
TMEM44	[-0.00395482  0.92553565]
TTTY13	[0.00395231 0.9255828 ]
UTP11L	[0.00394945 0.92563651]
NME7	[-0.00394812  0.92566146]
ANKRD25	[-0.0039479   0.92566554]
CCDC66	[-0.00394308  0.92575617]
GRASP	[-0.00393533  0.92590153]
C3orf58	[0.00393246 0.92595554]
ATG4B	[0.00392871 0.9260258 ]
ADNP	[0.00392869 0.92602629]
SRPK1	[-0.00392067  0.92617692]
LPHN1	[-0.00392057  0.92617879]
PPL	[-0.0039202   0.92618573]
MYL9	[-0.00391836  0.92622021]
PPFIA4	[0.00391796 0.92622773]
RPS8	[0.00391432 0.92629608]
AMHR2	[0.00391431 0.92629631]
LRRC3	[0.0039107  0.92636402]
PHF19	[0.00390976 0.92638177]
TCEAL3	[-0.00390934  0.92638951]
PLCB2	[0.00390621 0.92644839]
MGC20983	[-0.0039059   0.92645422]
ENOX1	[-0.00390149  0.92653687]
NAPE-PLD	[0.00389639 0.9266328 ]
C21orf128	[0.00389545 0.92665031]
MAP1LC3B	[-0.00389149  0.92672475]
C14orf148	[0.00388648 0.92681875]
DPH5	[-0.00387311  0.92706987]
EFNA5	[0.00387187 0.9270931 ]
TBL2	[0.00386774 0.92717072]
SETDB2	[0.00386558 0.9272112 ]
TERF2IP	[0.00386504 0.92722139]
ZNF182	[0.00386162 0.92728557]
RALGDS	[-0.00385808  0.92735213]
SLC37A1	[-0.00385682  0.92737574]
SRGAP3	[-0.00385655  0.92738082]
MGC33212	[-0.00385157  0.92747441]
PGC	[-0.00384696  0.92756098]
SPSB3	[0.00383482 0.92778888]
AKR1C3	[-0.00383137  0.92785368]
CCDC14	[0.00382913 0.92789568]
OR6W1P	[0.00382523 0.92796887]
ARMC8	[-0.00382403  0.92799151]
MUC16	[0.00382375 0.92799684]
SPTBN1	[-0.00382319  0.92800724]
RBMS3	[-0.00382199  0.92802975]
MT1M	[-0.00381909  0.92808433]
TNFSF15	[0.00380471 0.92835428]
NSUN2	[0.00380255 0.92839488]
CTF8	[0.00380252 0.92839541]
DNAJC15	[-0.00380074  0.92842895]
ATAD3C	[0.00380041 0.92843516]
GRIA2	[0.00380037 0.92843581]
KLK1	[-0.0037955   0.92852729]
ZNF179	[-0.00379324  0.92856976]
KRT37	[-0.00379278  0.92857843]
RFC5	[0.00378458 0.92873239]
HAND1	[0.00378425 0.92873861]
ACTR10	[-0.00378334  0.92875566]
LMBRD2	[-0.00378214  0.92877819]
CLDN7	[-0.00378199  0.92878106]
CABC1	[-0.00377364  0.92893777]
RARS2	[-0.00377349  0.92894067]
C11orf61	[-0.0037719   0.92897053]
TYK2	[-0.00376841  0.92903606]
IQSEC1	[-0.0037616   0.92916393]
KPNA6	[0.00375646 0.92926051]
ATPIF1	[-0.0037549   0.92928978]
CTSW	[0.00375386 0.92930939]
APPL2	[-0.00375309  0.92932377]
FABP5	[-0.00374926  0.9293958 ]
MAEA	[-0.00374496  0.9294765 ]
PADI2	[0.00374446 0.92948595]
SETD1B	[-0.00373982  0.92957308]
TOMM20	[-0.00373787  0.92960971]
UGP2	[0.00373176 0.92972442]
SEP15	[-0.00372866  0.92978262]
SULT1B1	[0.00371797 0.92998341]
ACOX3	[0.00371587 0.93002284]
SH3GL1	[-0.00371413  0.93005553]
C9orf140	[-0.00371183  0.93009882]
CX3CR1	[-0.00370964  0.93014002]
C5orf3	[0.00370805 0.93016974]
GTF2B	[-0.00370775  0.93017541]
GARS	[-0.00370606  0.9302071 ]
HMG4L	[-0.00370212  0.93028123]
SPIN3	[0.0037017  0.93028908]
DMRT3	[-0.00369933  0.93033352]
WDR26	[0.00369861 0.93034705]
C9orf62	[0.00369155 0.9304798 ]
NDRG1	[0.00368593 0.93058527]
TRADD	[-0.00368527  0.93059777]
MUTYH	[-0.00368035  0.93069021]
SIGLEC11	[0.0036532  0.93120024]
CRAMP1L	[-0.00365254  0.93121261]
TMEM139	[-0.00365117  0.93123829]
RASEF	[0.00364919 0.93127542]
CLUAP1	[-0.00364844  0.93128964]
C18orf21	[0.00364363 0.93137998]
TADA2L	[-0.00363914  0.93146437]
TRIM36	[-0.0036383   0.93148012]
PSME1	[-0.00363013  0.93163349]
NKD1	[-0.00362672  0.93169765]
FLJ20489	[0.00362061 0.93181251]
FAM55D	[0.00361924 0.93183826]
PSMAL	[-0.00361648  0.93188996]
PBEF1	[0.00361629 0.93189367]
RELB	[0.00361137 0.93198596]
PLP2	[0.00360864 0.93203725]
OR6K3	[0.00360837 0.9320423 ]
MED24	[0.00360802 0.93204889]
AZI1	[-0.00360802  0.93204904]
ZNF660	[-0.00360146  0.93217225]
ZMYM1	[-0.00360082  0.93218422]
LPA	[0.00360063 0.93218782]
C16orf57	[-0.00359773  0.9322422 ]
JARID2	[0.00359426 0.93230748]
LOC152217	[0.00359019 0.93238403]
LOC440348	[-0.00358514  0.93247886]
PYCRL	[0.00358193 0.93253917]
PRO1768	[-0.00358074  0.93256143]
RNF152	[-0.00355847  0.93297991]
RNF7	[0.00355746 0.93299887]
RAPH1	[0.00355444 0.9330556 ]
PXN	[0.0035542  0.93306026]
PRPSAP1	[-0.00354719  0.93319192]
PLEKHK1	[0.00354203 0.93328884]
CCDC42	[-0.00353989  0.93332916]
PRPF39	[0.00353907 0.93334444]
ORMDL2	[0.00353904 0.93334495]
SPRYD5	[0.00353876 0.93335023]
RIOK2	[-0.00353841  0.93335687]
ZNF225	[0.00353778 0.93336872]
SPG3A	[0.00353441 0.93343213]
C21orf58	[0.00353069 0.93350187]
ABCB9	[-0.00352309  0.93364467]
PTPRR	[0.00352243 0.93365723]
JMY	[0.00352218 0.93366181]
FNDC3B	[-0.00352012  0.93370063]
SAP30BP	[0.00351864 0.93372846]
SOX4	[-0.00351677  0.93376349]
MND1	[0.00350896 0.9339102 ]
SSX5	[-0.00350887  0.93391203]
HP1BP3	[0.00350794 0.93392946]
TMEM93	[0.00350671 0.93395262]
ZNF85	[0.00350525 0.93397996]
MICALL1	[-0.00350369  0.93400931]
psiTPTE22	[-0.00350095  0.93406073]
AQP8	[-0.0034998   0.93408247]
CTSD	[0.00349644 0.93414556]
CCDC11	[0.00349595 0.93415482]
PRPH	[0.00349483 0.93417577]
PLCL1	[0.00348954 0.93427521]
SIRT3	[0.00348177 0.93442132]
C10orf107	[0.00347935 0.93446662]
TRUB1	[0.00347836 0.93448531]
SLC9A6	[0.00347085 0.93462642]
LOC57228	[-0.00346669  0.93470456]
FGF21	[-0.00346408  0.93475359]
CRABP1	[0.00345558 0.93491346]
KIAA0984	[-0.00345463  0.93493135]
LOC219854	[0.00345123 0.9349952 ]
PPM1B	[0.00345069 0.93500531]
DMD	[0.00344781 0.93505942]
C6orf167	[-0.00344651  0.93508395]
DPF1	[-0.00344567  0.9350996 ]
PRIM1	[0.00344564 0.93510026]
ZNF26	[0.00344555 0.93510189]
LEF1	[0.00343544 0.93529189]
PKNOX1	[0.003432   0.93535667]
GOLGA2L1	[-0.00342398  0.93550722]
SLC7A1	[0.00341665 0.93564508]
GTDC1	[-0.00340724  0.93582199]
GOLGA2LY1	[0.0034054  0.93585643]
KLF5	[0.00340517 0.93586085]
ZNF444	[0.00340118 0.93593582]
C10orf88	[-0.00339961  0.93596542]
SLC6A14	[0.00339854 0.9359855 ]
RNF213	[0.00339662 0.93602163]
E4F1	[0.00339646 0.93602453]
CDC14A	[0.00339301 0.93608934]
CENPB	[0.00338894 0.93616592]
MARCH9	[0.00338549 0.93623067]
SCAMP2	[0.00338468 0.936246  ]
KRTAP13-4	[-0.00338228  0.93629114]
ZNF777	[-0.00338085  0.9363179 ]
TRIM14	[-0.00337915  0.93634991]
MLF1	[0.00337639 0.93640186]
SYCP2L	[0.00337541 0.93642023]
COPB2	[0.00337369 0.93645259]
IGSF8	[-0.00337358  0.93645464]
ALKBH7	[0.00337013 0.93651944]
GHRH	[-0.00336941  0.93653294]
C14orf129	[0.0033667 0.936584 ]
LRP6	[-0.00336536  0.93660908]
FRAS1	[0.00336506 0.93661478]
HMGA1	[-0.00336375  0.93663935]
TRAF7	[-0.00336272  0.93665877]
POLR2G	[-0.00336222  0.93666821]
LCN2	[0.00335896 0.93672948]
FOXA1	[-0.00335749  0.93675708]
ART1	[0.00335641 0.9367774 ]
ALG12	[-0.00335184  0.93686315]
PNPLA2	[-0.00335137  0.93687214]
THEG	[-0.00334863  0.93692363]
TNAP	[-0.00334794  0.9369366 ]
FUT5	[-0.0033478   0.93693923]
HECTD2	[-0.00334471  0.93699726]
IFNAR2	[-0.00334281  0.93703299]
RAB40B	[0.00333939 0.93709723]
CSPG4LYP1	[0.00333355 0.93720701]
MTUS1	[-0.00331957  0.93746993]
TBC1D14	[0.00331838 0.93749227]
LOC26010	[0.00331805 0.93749844]
C21orf66	[0.00331682 0.93752149]
DUOXA1	[0.00331335 0.93758684]
PAFAH2	[0.00331191 0.93761384]
PAOX	[-0.0033105   0.93764041]
C1orf106	[0.00330813 0.93768488]
ASTL	[0.00329409 0.93794892]
PTGIS	[-0.00329002  0.93802532]
TBCCD1	[0.00328212 0.93817394]
XDH	[0.00327976 0.93821817]
ACSS2	[-0.00327559  0.93829655]
HINT1	[0.00327275 0.9383501 ]
MS4A8B	[0.00327122 0.93837885]
CR2	[0.00325325 0.93871664]
RPS6KB1	[-0.00324901  0.93879631]
MAP2K4	[0.00324797 0.93881588]
IK	[-0.00324796  0.93881604]
THAP4	[0.00324758 0.93882319]
TOLLIP	[0.00324525 0.93886695]
FUK	[0.00324443 0.93888245]
DRAP1	[0.00323219 0.9391126 ]
FAM36A	[0.00322749 0.93920088]
ATP6V1B2	[-0.00322662  0.93921726]
AMBP	[-0.0032245   0.93925708]
AFF4	[-0.00322434  0.93926008]
MAL	[0.00322158 0.93931199]
IFT140	[-0.00321767  0.93938551]
LOXHD1	[-0.00321632  0.93941093]
CLEC4G	[-0.00321494  0.93943681]
RLN2	[0.00320496 0.93962452]
RBCK1	[-0.0032038   0.93964639]
C5orf25	[0.00320366 0.93964903]
NDUFA11	[0.00320115 0.93969625]
ZNF764	[-0.00320002  0.93971738]
CENPL	[-0.00319997  0.93971837]
C8orf44	[0.00319661 0.93978147]
LDLR	[-0.00318758  0.9399513 ]
BRD9	[-0.00317911  0.94011064]
CLIP1	[-0.00317395  0.94020761]
TNNI2	[-0.00317394  0.94020784]
LDLRAD1	[-0.00317386  0.94020925]
THOC3	[0.00317058 0.94027106]
HLA-DPB2	[-0.00317037  0.94027492]
CHML	[0.00316562 0.94036432]
VWC2	[0.00316376 0.94039925]
TMEM33	[-0.00316239  0.94042502]
MGC14376	[-0.00315917  0.94048555]
SLURP1	[0.00315774 0.9405124 ]
CLOCK	[0.00315498 0.94056438]
PRRG2	[0.00315476 0.94056841]
CCNA2	[0.00315081 0.94064267]
DKFZp451M2119	[0.00314856 0.9406851 ]
PLP1	[-0.00314537  0.94074503]
RAI16	[0.00314452 0.94076093]
EBI2	[-0.00314363  0.94077783]
OR52N4	[0.0031422  0.94080465]
MEGF9	[-0.00314167  0.94081468]
TMEM97	[-0.00313966  0.9408525 ]
CAPSL	[-0.0031373   0.94089687]
MSMB	[0.00313671 0.94090795]
HSPC105	[0.00311456 0.94132437]
TMCC2	[0.00310994 0.94141137]
KLHL18	[0.00310433 0.94151674]
MAF	[-0.0031031   0.94153992]
TBR1	[-0.00310302  0.94154144]
HTR3A	[0.00310216 0.94155767]
SCCPDH	[-0.0031009   0.94158132]
STK25	[0.00309769 0.94164171]
SLC10A2	[0.00309154 0.94175737]
C9orf127	[-0.00309069  0.94177322]
SSU72	[-0.00308956  0.94179454]
PUM2	[0.00308215 0.94193395]
MGC4294	[-0.00307694  0.94203187]
ENTPD8	[0.00307545 0.9420599 ]
GPR50	[0.00307109 0.94214194]
C7orf44	[-0.00306516  0.94225346]
PCYT1B	[-0.00306303  0.94229346]
IL26	[-0.00306103  0.94233115]
RGS14	[-0.00305906  0.9423682 ]
DPP9	[-0.00305709  0.94240518]
CACNA1B	[-0.00305431  0.94245752]
CDC40	[-0.00304822  0.94257204]
TFF1	[-0.0030462   0.94260996]
PIWIL4	[-0.00304315  0.94266732]
RNF6	[0.00304268 0.94267614]
KRT82	[-0.00304003  0.94272596]
NKPD1	[-0.00303829  0.94275873]
PPM1H	[0.00303526 0.94281584]
NCR1	[-0.0030327   0.94286398]
OXSM	[0.00303127 0.94289075]
KRT83	[0.00302747 0.9429623 ]
KDELC1	[-0.00302661  0.94297846]
PLAC1	[-0.0030233   0.94304067]
ING3	[0.00302278 0.94305058]
TCEAL5	[-0.00301579  0.94318204]
SCGB1D4	[-0.00301511  0.94319471]
MGC102966	[-0.00300818  0.94332512]
OR13F1	[-0.00299883  0.94350098]
EFTUD2	[0.00299736 0.94352861]
PCDHB10	[-0.00299357  0.9435998 ]
PIWIL2	[0.00297746 0.9439029 ]
SUCLG1	[0.00297389 0.94397002]
RANBP1	[0.00296688 0.94410199]
MYOCD	[-0.00296682  0.94410304]
GPX7	[-0.00296668  0.94410559]
TMPO	[0.00296586 0.94412109]
STK4	[-0.00296254  0.94418364]
C15orf27	[0.00296244 0.94418542]
KIAA1524	[-0.00296099  0.9442127 ]
ZNF559	[0.00295725 0.94428305]
HYPK	[0.00295637 0.94429954]
CD46	[0.00295486 0.94432795]
SERPINF2	[0.00295012 0.94441718]
TCEAL4	[0.00294954 0.94442809]
RELN	[0.00294775 0.94446174]
C20orf151	[-0.00294074  0.94459358]
RAB7A	[-0.00293974  0.94461239]
ZNF319	[0.00293034 0.94478922]
QTRTD1	[0.00292984 0.94479857]
MUC6	[0.00292964 0.94480246]
SEC61A1	[0.00291064 0.94515981]
C10orf28	[0.00290955 0.94518037]
ZNF431	[0.00290932 0.94518475]
KDELR3	[-0.00290879  0.94519462]
FLJ14816	[0.0029018  0.94532614]
TRIM69	[0.00289782 0.94540097]
RG9MTD1	[-0.00287432  0.94584306]
DCBLD2	[0.00287317 0.9458648 ]
CPSF3L	[0.00287228 0.94588144]
BEST4	[0.00287104 0.94590486]
A4GALT	[-0.00286737  0.94597379]
CDC42BPG	[0.00286398 0.94603758]
PHF5A	[0.00286303 0.94605544]
SENP7	[-0.00286255  0.94606452]
TMEM143	[-0.0028536   0.94623284]
LRP3	[0.00285337 0.94623723]
KRT86	[-0.00284622  0.94637168]
CRYGB	[-0.00284055  0.94647836]
MACROD1	[0.00283788 0.94652862]
FLJ25006	[0.00283346 0.94661189]
GPR101	[0.00283331 0.94661468]
ALG11	[0.00283063 0.94666501]
CNGA3	[-0.00282489  0.94677305]
DKFZp761E198	[-0.0028214   0.94683864]
C18orf18	[0.00282059 0.94685396]
PLAC8	[-0.00281765  0.94690923]
MSH3	[-0.00281555  0.94694882]
CACNG1	[-0.00280438  0.94715885]
ANKRD2	[-0.00280233  0.94719742]
FAM100A	[0.00279812 0.94727664]
CEBPD	[-0.00279802  0.94727851]
CSDC2	[0.00279754 0.94728766]
TMEM32	[0.00279723 0.94729344]
LARGE	[-0.00279501  0.9473352 ]
LARP7	[0.00279169 0.94739778]
TIMP1	[-0.00279022  0.94742536]
XRCC4	[-0.00278985  0.94743224]
C9orf82	[0.00278952 0.94743852]
NSBP1	[0.0027882  0.94746339]
KIAA1333	[0.00278541 0.94751585]
PDE7A	[0.00278348 0.94755221]
NR2C1	[-0.00278339  0.94755389]
IPO4	[0.00278198 0.94758045]
JOSD2	[-0.00277293  0.9477507 ]
KRTDAP	[0.00276406 0.94791755]
POU2F1	[0.00276089 0.94797717]
EMP1	[-0.0027592   0.94800907]
FOLH1	[-0.0027587   0.94801849]
CNTD1	[0.00275598 0.94806952]
TMEM103	[0.00275265 0.94813219]
EBP	[-0.00275265  0.94813219]
SMPX	[0.00274683 0.94824176]
RHOF	[0.00273839 0.94840063]
THOC6	[-0.00273816  0.94840497]
ADAMTS8	[0.00273545 0.94845591]
CDKN2D	[-0.00273201  0.94852058]
KGFLP1	[-0.00273196  0.94852153]
